flight,peak_accel,peak_velocity,final_height,mean_power,voltage_min,voltage_max,voltage_range,energy_Wh,energy_per_meter
1,11.328034841322605,6.222317760895382,8.998345154980239,103.80003836068262,16.28676906657782,16.7814867687334,0.4947177021555831,0.05766668797815701,0.006408588133145872
2,12.117376652972936,6.754216106358395,9.834597451554734,112.88292700500742,15.456573633219495,16.00024803556457,0.5436744023450757,0.06271273722500412,0.006376746738636463
3,10.728282486096104,5.770878854015013,8.289261459702622,97.185675333061,15.152720120745844,15.609987052955102,0.45726693220925796,0.053992041851700555,0.006513492440089774
4,10.121840756036312,5.625702995292238,8.00093008469108,97.19692647166815,14.870399964168136,15.278020875630164,0.4076209114620273,0.05399829248426008,0.006749001917612055
5,12.079270153213649,6.349354906595133,9.197270299953932,104.19341997223987,15.413338118148552,15.81224626999459,0.39890815184603845,0.05788523331791104,0.006293740580637385
